Fecha	anio	u	v	vel
41079.25	2012	4.17	0.58	4.21
41079.50	2012	4.50	-6.59	7.98
41079.75	2012	2.21	-11.10	11.32
41080.00	2012	2.77	-14.63	14.89
41080.25	2012	5.31	-8.67	10.17
41080.50	2012	10.74	-0.26	10.74
41080.75	2012	11.71	7.18	13.74
41081.00	2012	5.84	-3.96	7.06
41081.25	2012	0.52	-11.11	11.12
41081.50	2012	2.85	-20.99	21.18
41081.75	2012	20.82	-6.02	21.67
41082.00	2012	23.67	1.88	23.74
41082.25	2012	16.92	-2.45	17.10
41082.50	2012	15.05	-2.00	15.18
41082.75	2012	16.41	-2.96	16.67
41083.00	2012	13.61	-2.27	13.80
41083.25	2012	10.92	-5.85	12.39
41083.50	2012	8.43	-6.47	10.63
41083.75	2012	6.85	-5.34	8.69
41084.00	2012	13.26	-2.16	13.43
41084.25	2012	12.87	-3.38	13.31
41084.50	2012	15.65	-7.04	17.16
41084.75	2012	17.88	-11.75	21.40
41085.00	2012	17.30	-13.84	22.15
41085.25	2012	16.45	-5.74	17.42
41085.50	2012	12.27	1.48	12.36
41085.75	2012	8.47	-3.46	9.15
41086.00	2012	5.36	-0.49	5.38
41086.25	2012	3.67	0.65	3.73
41086.50	2012	8.58	-3.73	9.36
41086.75	2012	10.71	0.55	10.72
41087.00	2012	9.70	-0.11	9.70
41087.25	2012	6.37	-1.92	6.65
41087.50	2012	7.17	-6.66	9.79
41087.75	2012	6.75	-8.13	10.57
41088.00	2012	11.85	-4.24	12.59
41088.25	2012	7.84	-2.30	8.17
41088.50	2012	8.84	-14.40	16.90
41088.75	2012	11.45	-7.89	13.91
41089.00	2012	10.65	-4.11	11.42
41089.25	2012	12.85	-7.30	14.78
41089.50	2012	15.21	-6.63	16.59
41089.75	2012	16.41	-6.79	17.76
41090.00	2012	17.35	-9.27	19.67
41090.25	2012	14.63	-9.27	17.32
41090.50	2012	14.23	-4.27	14.86
41090.75	2012	6.65	-6.95	9.62
41091.00	2012	5.38	-0.72	5.43
41091.25	2012	1.45	5.10	5.30
41091.50	2012	12.81	6.68	14.45
41091.75	2012	15.10	0.15	15.10
41092.00	2012	11.08	-5.46	12.35
41092.25	2012	16.10	-5.80	17.11
41092.50	2012	13.91	-4.27	14.55
41092.75	2012	13.68	-10.21	17.07
41093.00	2012	15.10	-5.89	16.21
41093.25	2012	12.08	-2.61	12.36
41093.50	2012	8.80	-1.78	8.98
41093.75	2012	10.24	-1.55	10.36
41094.00	2012	13.10	-2.10	13.27
41094.25	2012	17.71	-0.87	17.73
41094.50	2012	13.51	-0.74	13.53
41094.75	2012	13.35	2.67	13.61
41095.00	2012	10.18	6.45	12.05
41095.25	2012	8.71	9.04	12.55
41095.50	2012	5.66	9.38	10.96
41095.75	2012	6.25	4.89	7.94
41096.00	2012	5.72	-1.64	5.95
41096.25	2012	4.21	-5.46	6.89
41096.50	2012	8.80	-2.99	9.29
41096.75	2012	6.12	-2.68	6.68
41097.00	2012	-0.46	-12.45	12.46
41097.25	2012	3.97	-10.85	11.55
41097.50	2012	12.97	-1.60	13.07
41097.75	2012	15.20	1.64	15.29
41098.00	2012	13.02	1.68	13.13
41098.25	2012	11.08	2.33	11.32
41098.50	2012	11.57	-6.37	13.21
41098.75	2012	12.47	-2.04	12.64
41099.00	2012	11.97	3.93	12.60
41099.25	2012	13.18	7.22	15.03
41099.50	2012	9.84	10.06	14.07
41099.75	2012	10.56	9.02	13.89
41100.00	2012	9.58	1.89	9.76
41100.25	2012	5.34	-2.20	5.78
41100.50	2012	11.17	-0.10	11.17
41100.75	2012	12.73	4.71	13.57
41101.00	2012	13.75	6.04	15.02
41101.25	2012	10.40	8.84	13.65
41101.50	2012	12.17	4.08	12.84
41101.75	2012	8.90	5.06	10.24
41102.00	2012	4.49	-0.08	4.49
41102.25	2012	1.21	-4.33	4.50
41102.50	2012	3.96	-4.73	6.17
41102.75	2012	12.78	0.31	12.78
41103.00	2012	17.15	6.44	18.32
41103.25	2012	17.40	8.79	19.49
41103.50	2012	15.84	12.72	20.32
41103.75	2012	11.23	10.23	15.19
41104.00	2012	8.50	2.23	8.79
41104.25	2012	2.95	-5.11	5.90
41104.50	2012	5.93	-10.66	12.20
41104.75	2012	14.39	-8.95	16.95
41105.00	2012	17.50	-5.56	18.36
41105.25	2012	12.53	-0.46	12.54
41105.50	2012	9.19	3.55	9.85
41105.75	2012	4.28	-1.16	4.43
41106.00	2012	2.27	-6.71	7.08
41106.25	2012	6.26	-6.78	9.23
41106.50	2012	10.13	-2.08	10.34
41106.75	2012	10.43	-3.34	10.95
41107.00	2012	11.64	-4.87	12.62
41107.25	2012	5.94	-3.86	7.08
41107.50	2012	1.94	-13.85	13.99
41107.75	2012	4.00	-13.62	14.20
41108.00	2012	5.36	-14.51	15.47
41108.25	2012	15.84	-6.41	17.09
41108.50	2012	20.23	3.25	20.49
41108.75	2012	15.19	-2.10	15.33
41109.00	2012	5.85	-7.01	9.13
41109.25	2012	5.11	-2.26	5.59
41109.50	2012	11.05	4.39	11.89
41109.75	2012	10.23	-2.24	10.47
41110.00	2012	10.10	-9.21	13.67
41110.25	2012	9.78	-6.60	11.80
41110.50	2012	4.90	-4.40	6.59
41110.75	2012	5.73	-8.49	10.24
41111.00	2012	7.35	-9.69	12.16
41111.25	2012	7.94	-10.34	13.04
41111.50	2012	11.63	-3.92	12.27
41111.75	2012	4.13	-7.99	8.99
41112.00	2012	3.37	-17.58	17.90
41112.25	2012	11.18	-16.87	20.24
41112.50	2012	15.32	-11.81	19.34
41112.75	2012	21.14	-3.59	21.44
41113.00	2012	18.88	-0.67	18.89
41113.25	2012	15.35	1.71	15.44
41113.50	2012	11.25	7.43	13.48
41113.75	2012	14.38	2.96	14.68
41114.00	2012	15.80	-2.27	15.96
41114.25	2012	14.28	-7.28	16.03
41114.50	2012	16.59	-16.10	23.12
41114.75	2012	23.61	-4.11	23.97
41115.00	2012	15.77	10.07	18.71
41115.25	2012	14.70	8.67	17.07
41115.50	2012	16.32	5.83	17.33
41115.75	2012	20.36	1.57	20.42
41116.00	2012	18.83	9.11	20.92
41116.25	2012	17.77	3.04	18.03
41116.50	2012	19.70	3.03	19.93
41116.75	2012	14.25	-1.19	14.30
41117.00	2012	3.93	-12.21	12.83
41117.25	2012	13.37	-7.85	15.50
41117.50	2012	21.01	-3.23	21.26
41117.75	2012	15.25	-3.81	15.72
41118.00	2012	16.83	-2.51	17.02
41118.25	2012	15.41	-4.62	16.09
41118.50	2012	17.01	0.65	17.02
41118.75	2012	18.55	2.91	18.78
41119.00	2012	16.39	-3.08	16.68
41119.25	2012	19.20	-0.92	19.22
41119.50	2012	15.93	1.55	16.01
41119.75	2012	10.68	-6.98	12.76
41120.00	2012	10.74	-13.04	16.89
41120.25	2012	9.98	-16.98	19.70
41120.50	2012	9.96	-14.27	17.40
41120.75	2012	14.89	-14.56	20.83
41121.00	2012	15.20	-5.79	16.27
41121.25	2012	9.99	-0.72	10.02
41121.50	2012	9.70	-3.27	10.24
41121.75	2012	10.03	-0.33	10.04
41122.00	2012	6.65	1.59	6.84
41122.25	2012	2.67	-1.49	3.06
41122.50	2012	5.82	-1.16	5.93
41122.75	2012	6.06	-1.41	6.22
41123.00	2012	5.21	-3.89	6.50
41123.25	2012	6.48	-6.54	9.21
41123.50	2012	10.23	-6.44	12.09
41123.75	2012	12.74	-4.06	13.37
41124.00	2012	12.14	-0.59	12.15
41124.25	2012	11.27	0.38	11.28
41124.50	2012	13.46	-4.77	14.28
41124.75	2012	18.69	1.36	18.74
41125.00	2012	14.70	4.45	15.36
41125.25	2012	15.32	-0.22	15.32
41125.50	2012	17.62	1.64	17.70
41125.75	2012	18.06	1.66	18.14
41126.00	2012	14.70	3.17	15.04
41126.25	2012	10.85	2.25	11.08
41126.50	2012	8.61	-3.57	9.32
41126.75	2012	13.25	-6.42	14.72
41127.00	2012	16.57	-5.39	17.42
41127.25	2012	13.95	1.14	14.00
41127.50	2012	5.86	-1.22	5.99
41127.75	2012	6.47	-7.16	9.65
41128.00	2012	8.03	-7.78	11.18
41128.25	2012	10.92	-12.17	16.35
41128.50	2012	14.53	-4.73	15.28
41128.75	2012	8.80	-6.45	10.91
41129.00	2012	8.92	-9.36	12.93
41129.25	2012	9.78	-4.21	10.65
41129.50	2012	6.03	-2.67	6.59
41129.75	2012	2.35	0.51	2.40
41130.00	2012	10.22	0.28	10.22
41130.25	2012	8.22	-4.46	9.35
41130.50	2012	7.46	-9.38	11.98
41130.75	2012	13.29	-1.24	13.35
41131.00	2012	13.29	-3.68	13.79
41131.25	2012	11.31	-11.70	16.27
41131.50	2012	7.97	-11.66	14.12
41131.75	2012	8.31	-11.26	13.99
41132.00	2012	4.53	-14.78	15.46
41132.25	2012	9.33	-11.79	15.04
41132.50	2012	6.87	-12.23	14.03
41132.75	2012	8.68	-10.36	13.52
41133.00	2012	12.58	-3.43	13.04
41133.25	2012	3.35	-4.67	5.75
41133.50	2012	5.92	2.72	6.51
41133.75	2012	13.68	1.50	13.76
41134.00	2012	16.79	-0.78	16.81
41134.25	2012	13.76	-3.11	14.11
41134.50	2012	10.51	-8.28	13.38
41134.75	2012	12.96	-1.66	13.07
41135.00	2012	15.68	3.31	16.03
41135.25	2012	18.65	0.10	18.65
41135.50	2012	21.56	-1.36	21.60
41135.75	2012	17.30	1.20	17.34
41136.00	2012	14.24	0.13	14.24
41136.25	2012	12.17	-1.81	12.30
41136.50	2012	7.55	-1.75	7.75
41136.75	2012	5.82	-5.61	8.08
41137.00	2012	6.65	-11.03	12.88
41137.25	2012	5.60	-10.89	12.25
41137.50	2012	1.25	-12.16	12.22
41137.75	2012	7.16	-11.07	13.18
41138.00	2012	7.28	-5.76	9.28
41138.25	2012	6.50	-6.44	9.15
41138.50	2012	5.44	-6.53	8.50
41138.75	2012	4.44	-7.66	8.85
41139.00	2012	6.19	-9.63	11.45
41139.25	2012	5.62	-8.59	10.27
41139.50	2012	6.56	-13.17	14.71
41139.75	2012	11.16	-11.25	15.85
41140.00	2012	11.98	-7.05	13.90
41140.25	2012	12.62	-1.12	12.67
41140.50	2012	9.26	4.02	10.09
41140.75	2012	7.79	-0.64	7.82
41141.00	2012	9.11	-6.82	11.38
41141.25	2012	7.10	-2.91	7.67
41141.50	2012	2.96	-3.19	4.35
41141.75	2012	-1.01	-6.96	7.03
41142.00	2012	-1.71	-11.73	11.85
41142.25	2012	4.24	-12.21	12.93
41142.50	2012	9.05	-4.81	10.25
41142.75	2012	5.96	5.11	7.85
41143.00	2012	7.05	-2.55	7.50
41143.25	2012	11.80	-4.61	12.67
41143.50	2012	14.53	-1.77	14.64
41143.75	2012	15.16	-7.31	16.83
41144.00	2012	16.87	-7.22	18.35
41144.25	2012	13.40	0.58	13.41
41144.50	2012	9.55	0.93	9.60
41144.75	2012	10.73	1.89	10.90
41145.00	2012	10.74	-0.01	10.74
41145.25	2012	12.05	-0.05	12.05
41145.50	2012	9.08	2.10	9.32
41145.75	2012	8.16	0.74	8.19
41146.00	2012	7.84	-3.35	8.53
41146.25	2012	6.40	-2.64	6.92
41146.50	2012	5.93	-5.62	8.17
41146.75	2012	5.84	-8.26	10.12
41147.00	2012	6.54	-11.40	13.14
41147.25	2012	7.65	-9.32	12.06
41147.50	2012	6.27	-9.22	11.15
41147.75	2012	4.96	-9.93	11.10
41148.00	2012	6.59	-13.03	14.60
41148.25	2012	9.05	-6.65	11.23
41148.50	2012	4.40	-1.20	4.56
41148.75	2012	1.21	-0.55	1.33
41149.00	2012	5.51	-0.60	5.54
41149.25	2012	3.51	2.14	4.11
41149.50	2012	3.50	-0.23	3.51
41149.75	2012	5.42	0.55	5.45
41150.00	2012	6.51	-1.93	6.79
41150.25	2012	6.36	-2.60	6.87
41150.50	2012	6.83	-9.02	11.31
41150.75	2012	7.36	-6.25	9.66
41151.00	2012	3.83	-6.13	7.23
41151.25	2012	0.12	-9.41	9.41
41151.50	2012	5.10	-14.13	15.02
41151.75	2012	9.80	-9.74	13.82
41152.00	2012	15.43	-1.19	15.48
41152.25	2012	11.25	-3.96	11.93
41152.50	2012	10.53	-6.61	12.43
41152.75	2012	12.97	-4.19	13.63
41153.00	2012	11.98	-4.30	12.73
41153.25	2012	13.18	0.22	13.18
41153.50	2012	10.62	2.27	10.86
41153.75	2012	9.54	2.22	9.79
41154.00	2012	9.73	-1.47	9.84
41154.25	2012	10.23	-4.17	11.05
41154.50	2012	5.16	-6.36	8.19
41154.75	2012	2.88	-7.37	7.91
41155.00	2012	5.32	-11.13	12.34
41155.25	2012	12.45	-6.82	14.20
41155.50	2012	10.52	-3.73	11.16
41155.75	2012	12.39	7.49	14.48
41156.00	2012	13.20	0.74	13.22
41156.25	2012	12.48	1.09	12.53
41156.50	2012	11.42	-4.10	12.13
41156.75	2012	16.65	-8.36	18.63
41157.00	2012	18.34	-6.13	19.34
41157.25	2012	19.34	-0.66	19.35
41157.50	2012	16.79	-3.47	17.14
41157.75	2012	15.31	-6.54	16.65
41158.00	2012	14.40	-6.35	15.74
41158.25	2012	11.82	-9.04	14.88
41158.50	2012	15.00	-7.02	16.56
41158.75	2012	15.47	-3.68	15.90
41159.00	2012	13.43	-7.23	15.25
41159.25	2012	16.22	-8.64	18.38
41159.50	2012	15.35	-2.59	15.57
41159.75	2012	15.33	0.21	15.33
41160.00	2012	15.58	-1.22	15.63
41160.25	2012	13.21	-4.93	14.10
41160.50	2012	15.61	-9.53	18.29
41160.75	2012	22.11	-5.76	22.85
41161.00	2012	20.52	-1.87	20.61
41161.25	2012	16.58	-3.42	16.93
41161.50	2012	18.09	-2.64	18.28
41161.75	2012	19.14	-3.77	19.51
41162.00	2012	13.43	-3.07	13.78
41162.25	2012	9.83	-5.37	11.20
41162.50	2012	4.91	-9.27	10.49
41162.75	2012	9.95	-12.47	15.95
41163.00	2012	16.86	-5.51	17.74
41163.25	2012	19.12	2.76	19.32
41163.50	2012	19.06	3.96	19.47
41163.75	2012	18.23	8.17	19.98
41164.00	2012	11.73	4.97	12.74
41164.25	2012	6.36	4.11	7.57
41164.50	2012	6.67	1.77	6.90
41164.75	2012	1.07	-0.13	1.08
41165.00	2012	2.02	-2.77	3.43
41165.25	2012	10.45	0.93	10.49
41165.50	2012	8.85	1.33	8.95
41165.75	2012	3.93	-0.11	3.93
41166.00	2012	7.09	-2.29	7.45
41166.25	2012	6.98	-0.62	7.01
41166.50	2012	5.89	-3.70	6.96
41166.75	2012	2.20	-1.75	2.81
41167.00	2012	4.00	-3.41	5.26
41167.25	2012	7.08	-1.03	7.15
41167.50	2012	6.89	-0.11	6.89
41167.75	2012	4.05	3.87	5.60
41168.00	2012	2.43	3.47	4.24
41168.25	2012	4.07	3.57	5.41
41168.50	2012	2.55	1.00	2.74
41168.75	2012	2.71	0.70	2.80
41169.00	2012	3.82	-1.48	4.10
41169.25	2012	3.46	-1.66	3.84
41169.50	2012	2.15	-1.22	2.47
41169.75	2012	-0.85	-5.47	5.54
41170.00	2012	2.23	-7.46	7.79
41170.25	2012	2.36	-7.30	7.67
41170.50	2012	2.47	-12.91	13.14
41170.75	2012	6.50	-14.69	16.06
41171.00	2012	8.05	-12.45	14.83
41171.25	2012	9.20	-8.35	12.42
41171.50	2012	6.70	-4.76	8.22
41171.75	2012	5.23	-1.60	5.47
41172.00	2012	6.92	3.24	7.64
41172.25	2012	8.77	5.50	10.35
41172.50	2012	7.89	2.60	8.31
41172.75	2012	9.81	5.06	11.04
41173.00	2012	10.94	2.56	11.24
41173.25	2012	12.45	1.84	12.59
41173.50	2012	14.04	3.17	14.39
41173.75	2012	14.20	6.08	15.45
41174.00	2012	10.59	-8.54	13.60
41174.25	2012	21.04	-0.58	21.05
41174.50	2012	19.72	3.84	20.09
41174.75	2012	20.41	7.93	21.90
41175.00	2012	18.58	10.20	21.20
41175.25	2012	14.60	13.59	19.95
41175.50	2012	8.94	12.23	15.15
41175.75	2012	4.13	10.22	11.02
41176.00	2012	3.62	3.74	5.20
41176.25	2012	7.40	2.13	7.70
41176.50	2012	3.64	7.05	7.93
41176.75	2012	5.67	3.68	6.76
41177.00	2012	7.94	3.43	8.65
41177.25	2012	7.63	5.46	9.38
41177.50	2012	3.39	2.52	4.22
41177.75	2012	1.98	-0.29	2.00
41178.00	2012	3.33	-5.70	6.60
41178.25	2012	4.75	-7.83	9.16
41178.50	2012	2.27	-9.12	9.40
41178.75	2012	8.22	-3.77	9.04
41179.00	2012	10.95	0.37	10.96
41179.25	2012	11.90	4.47	12.71
41179.50	2012	5.26	2.41	5.79
41179.75	2012	-0.67	-0.16	0.69
41180.00	2012	3.40	-4.78	5.87
41180.25	2012	1.53	-5.11	5.33
41180.50	2012	-2.62	-8.37	8.77
41180.75	2012	0.38	-9.75	9.76
41181.00	2012	4.01	-8.16	9.09
41181.25	2012	5.47	-1.56	5.69
41181.50	2012	2.30	-0.21	2.31
41181.75	2012	-2.81	0.66	2.89
41182.00	2012	-5.05	-0.52	5.08
41182.25	2012	-2.69	-0.30	2.71
41182.50	2012	-3.20	-0.97	3.34
41182.75	2012	7.71	-3.30	8.39
41183.00	2012	12.80	-2.75	13.09
41183.25	2012	11.07	-4.63	12.00
41183.50	2012	10.12	-6.48	12.02
41183.75	2012	10.78	-2.76	11.13
41184.00	2012	8.41	-4.32	9.45
41184.25	2012	6.50	-8.39	10.61
41184.50	2012	5.15	-9.75	11.03
41184.75	2012	3.96	-13.07	13.66
41185.00	2012	6.21	-15.28	16.49
41185.25	2012	8.21	-8.28	11.66
41185.50	2012	1.84	-7.16	7.39
41185.75	2012	1.65	-14.28	14.38
41186.00	2012	11.56	-13.15	17.51
41186.25	2012	14.39	-5.35	15.35
41186.50	2012	10.25	-10.98	15.02
41186.75	2012	10.23	-8.69	13.42
41187.00	2012	14.84	-3.84	15.33
41187.25	2012	15.11	0.47	15.12
41187.50	2012	16.00	-0.80	16.02
41187.75	2012	15.56	0.79	15.58
41188.00	2012	9.86	-4.51	10.84
41188.25	2012	12.01	-5.35	13.15
41188.50	2012	11.55	-1.47	11.64
41188.75	2012	10.42	9.06	13.81
41189.00	2012	7.49	1.16	7.58
41189.25	2012	10.49	-6.80	12.50
41189.50	2012	17.03	-4.43	17.60
41189.75	2012	17.25	-2.00	17.37
41190.00	2012	19.28	-0.43	19.28
41190.25	2012	15.27	6.40	16.56
41190.50	2012	14.06	6.66	15.56
41190.75	2012	12.13	11.61	16.79
41191.00	2012	11.16	7.15	13.25
41191.25	2012	9.83	5.83	11.43
41191.50	2012	10.84	4.62	11.78
41191.75	2012	4.46	3.15	5.46
41192.00	2012	5.26	-1.57	5.49
41192.25	2012	3.28	-1.17	3.48
41192.50	2012	6.23	-2.05	6.56
41192.75	2012	6.74	0.43	6.75
41193.00	2012	6.16	0.26	6.17
41193.25	2012	4.70	3.37	5.78
41193.50	2012	6.32	-2.54	6.81
41193.75	2012	4.32	-0.95	4.42
41194.00	2012	3.55	0.77	3.63
41194.25	2012	7.40	-1.45	7.54
41194.50	2012	7.56	2.21	7.88
41194.75	2012	8.44	1.21	8.53
41195.00	2012	10.92	-4.16	11.69
41195.25	2012	13.76	-1.43	13.83
41195.50	2012	8.96	1.16	9.03
41195.75	2012	7.76	2.54	8.17
41196.00	2012	8.31	0.04	8.31
41196.25	2012	8.74	-1.17	8.82
41196.50	2012	13.13	-2.95	13.46
41196.75	2012	13.83	0.70	13.85
41197.00	2012	11.63	-0.60	11.65
41197.25	2012	9.55	1.71	9.70
41197.50	2012	7.12	0.96	7.18
41197.75	2012	7.17	-2.79	7.69
41198.00	2012	6.84	-5.99	9.09
41198.25	2012	9.46	-2.26	9.73
41198.50	2012	10.25	-1.07	10.31
41198.75	2012	12.24	-0.33	12.24
41199.00	2012	11.70	0.91	11.74
41199.25	2012	7.90	0.14	7.90
41199.50	2012	12.13	0.23	12.13
41199.75	2012	9.48	2.21	9.73
41200.00	2012	9.60	0.93	9.64
41200.25	2012	8.88	1.24	8.97
41200.50	2012	10.63	1.33	10.71
41200.75	2012	13.46	3.50	13.91
41201.00	2012	16.37	2.97	16.64
41201.25	2012	14.67	5.34	15.61
41201.50	2012	9.64	7.78	12.39
41201.75	2012	4.37	7.29	8.50
41202.00	2012	-0.21	3.04	3.05
41202.25	2012	2.29	-3.47	4.16
41202.50	2012	7.83	0.68	7.86
41202.75	2012	7.78	4.88	9.18
41203.00	2012	9.98	5.08	11.20
41203.25	2012	10.85	1.16	10.91
41203.50	2012	10.72	-0.22	10.72
41203.75	2012	10.14	3.66	10.78
41204.00	2012	11.49	1.61	11.60
41204.25	2012	10.20	-0.70	10.22
41204.50	2012	7.19	-0.27	7.20
41204.75	2012	7.29	-2.72	7.78
41205.00	2012	8.19	-6.57	10.50
41205.25	2012	10.95	-7.51	13.28
41205.50	2012	10.74	-2.68	11.07
41205.75	2012	10.69	4.29	11.52
41206.00	2012	12.85	-1.00	12.89
41206.25	2012	10.01	-14.64	17.73
41206.50	2012	12.97	-10.20	16.50
41206.75	2012	9.81	1.20	9.88
41207.00	2012	7.08	3.74	8.01
41207.25	2012	6.85	3.35	7.63
41207.50	2012	13.16	1.87	13.29
41207.75	2012	14.73	-1.09	14.77
41208.00	2012	15.72	-2.72	15.95
41208.25	2012	15.68	-1.71	15.77
41208.50	2012	14.52	4.34	15.15
41208.75	2012	15.28	6.10	16.45
41209.00	2012	14.31	1.61	14.40
41209.25	2012	12.72	-7.88	14.96
41209.50	2012	16.78	-7.88	18.54
41209.75	2012	15.62	-3.07	15.92
41210.00	2012	17.83	-5.27	18.59
41210.25	2012	19.80	-1.82	19.88
41210.50	2012	18.20	-1.44	18.26
41210.75	2012	19.55	3.56	19.87
41211.00	2012	15.64	0.42	15.65
41211.25	2012	11.13	-4.68	12.07
41211.50	2012	11.47	-4.70	12.40
41211.75	2012	12.07	-5.99	13.47
41212.00	2012	10.78	-5.49	12.10
41212.25	2012	6.57	-8.56	10.79
41212.50	2012	4.09	-5.38	6.76
41212.75	2012	6.08	-1.30	6.22
41213.00	2012	9.33	1.41	9.44
41213.25	2012	4.97	2.56	5.59
41213.50	2012	5.21	-0.78	5.27
41213.75	2012	3.47	1.30	3.71
41214.00	2012	7.88	-0.90	7.93
41214.25	2012	6.74	0.77	6.78
41214.50	2012	3.94	-3.17	5.06
41214.75	2012	9.11	0.46	9.12
41215.00	2012	7.27	1.77	7.48
41215.25	2012	3.97	2.83	4.88
41215.50	2012	3.70	-5.42	6.56
41215.75	2012	18.85	-6.61	19.98
41216.00	2012	22.80	-6.46	23.70
41216.25	2012	20.31	-1.78	20.39
41216.50	2012	13.73	-1.77	13.84
41216.75	2012	13.15	-0.62	13.16
41217.00	2012	11.28	0.25	11.28
41217.25	2012	9.24	0.99	9.29
41217.50	2012	3.00	1.49	3.35
41217.75	2012	-1.34	-2.23	2.60
41218.00	2012	0.31	-1.49	1.52
41218.25	2012	8.49	0.37	8.50
41218.50	2012	8.23	-1.11	8.30
41218.75	2012	8.43	-0.20	8.43
41219.00	2012	8.53	-2.46	8.88
41219.25	2012	3.99	-1.51	4.27
41219.50	2012	0.04	-0.81	0.81
41219.75	2012	4.38	-1.05	4.50
41220.00	2012	12.38	2.13	12.56
41220.25	2012	13.19	-4.04	13.79
41220.50	2012	15.00	-2.72	15.24
41220.75	2012	9.95	5.08	11.17
41221.00	2012	0.01	-0.41	0.41
41221.25	2012	6.44	0.72	6.48
41221.50	2012	8.69	0.23	8.69
41221.75	2012	17.91	10.77	20.90
41222.00	2012	18.99	6.46	20.06
41222.25	2012	16.73	4.69	17.37
41222.50	2012	11.78	1.93	11.94
41222.75	2012	12.64	-0.99	12.68
41223.00	2012	17.53	-2.49	17.71
41223.25	2012	18.30	-2.30	18.44
41223.50	2012	10.54	-1.25	10.61
41223.75	2012	12.05	-2.98	12.41
41224.00	2012	10.78	-1.36	10.87
41224.25	2012	9.52	-3.14	10.02
41224.50	2012	8.28	-1.10	8.35
41224.75	2012	5.73	-2.85	6.40
41225.00	2012	7.77	-3.13	8.38
41225.25	2012	7.44	-3.35	8.16
41225.50	2012	6.78	-0.38	6.79
41225.75	2012	3.43	-0.87	3.54
41226.00	2012	2.22	-1.93	2.94
41226.25	2012	9.39	-4.59	10.45
41226.50	2012	11.19	-0.41	11.20
41226.75	2012	7.05	-0.40	7.06
41227.00	2012	2.88	-1.39	3.20
41227.25	2012	7.53	-4.07	8.56
41227.50	2012	13.19	-5.34	14.23
41227.75	2012	14.58	-0.96	14.61
41228.00	2012	11.79	-0.03	11.79
41228.25	2012	7.27	2.53	7.70
41228.50	2012	6.30	1.40	6.45
41228.75	2012	7.25	-2.73	7.75
41229.00	2012	12.33	-1.13	12.38
41229.25	2012	11.98	-3.05	12.36
41229.50	2012	7.05	-1.25	7.16
41229.75	2012	6.78	-1.01	6.85
41230.00	2012	8.25	-1.12	8.33
41230.25	2012	10.83	-1.32	10.91
41230.50	2012	8.28	-1.30	8.38
41230.75	2012	6.20	-2.45	6.67
41231.00	2012	11.88	-2.72	12.19
41231.25	2012	13.34	-5.81	14.55
41231.50	2012	11.02	-4.81	12.02
41231.75	2012	14.61	-0.51	14.62
41232.00	2012	12.28	-2.06	12.45
41232.25	2012	12.28	-2.59	12.55
41232.50	2012	7.34	-1.38	7.47
41232.75	2012	5.43	-3.54	6.48
41233.00	2012	2.39	-8.18	8.52
41233.25	2012	6.52	-11.19	12.95
41233.50	2012	4.06	-10.09	10.88
41233.75	2012	6.05	-9.04	10.88
41234.00	2012	11.98	-3.57	12.50
41234.25	2012	17.75	-1.21	17.79
41234.50	2012	16.39	-3.40	16.74
41234.75	2012	16.53	1.21	16.57
41235.00	2012	17.16	-3.62	17.54
41235.25	2012	15.26	-4.58	15.93
41235.50	2012	11.47	0.12	11.47
41235.75	2012	6.56	1.35	6.70
41236.00	2012	9.61	3.23	10.14
41236.25	2012	9.67	7.93	12.51
41236.50	2012	8.34	5.41	9.94
41236.75	2012	5.55	7.00	8.93
41237.00	2012	6.61	3.31	7.39
41237.25	2012	11.35	-0.74	11.37
41237.50	2012	14.29	1.54	14.37
41237.75	2012	16.06	2.05	16.19
41238.00	2012	16.24	2.75	16.47
41238.25	2012	12.23	5.91	13.58
41238.50	2012	8.82	5.75	10.53
41238.75	2012	10.00	4.11	10.81
41239.00	2012	17.28	-3.36	17.60
41239.25	2012	23.63	-4.07	23.98
41239.50	2012	20.47	5.89	21.30
41239.75	2012	16.48	9.60	19.07
41240.00	2012	17.87	10.71	20.83
41240.25	2012	9.13	11.56	14.73
41240.50	2012	2.15	7.19	7.50
41240.75	2012	0.79	2.48	2.60
41241.00	2012	5.33	2.08	5.72
41241.25	2012	3.59	4.24	5.56
41241.50	2012	6.55	1.72	6.77
41241.75	2012	9.96	2.89	10.37
41242.00	2012	8.27	3.82	9.11
41242.25	2012	7.93	0.24	7.93
41242.50	2012	2.92	-0.64	2.99
41242.75	2012	4.97	-1.16	5.10
41243.00	2012	7.47	-0.91	7.53
41243.25	2012	10.76	-4.66	11.73
41243.50	2012	9.25	-3.24	9.80
41243.75	2012	8.80	-3.31	9.40
41244.00	2012	11.01	-5.32	12.23
41244.25	2012	8.78	-5.79	10.52
41244.50	2012	4.47	-6.01	7.49
41244.75	2012	5.55	-7.91	9.66
41245.00	2012	12.73	-2.16	12.91
41245.25	2012	8.93	0.96	8.98
41245.50	2012	-0.20	4.83	4.83
41245.75	2012	-4.05	10.11	10.89
41246.00	2012	2.06	10.03	10.24
41246.25	2012	8.07	4.59	9.28
41246.50	2012	7.45	1.73	7.65
41246.75	2012	7.20	-1.01	7.27
41247.00	2012	10.49	-0.35	10.50
41247.25	2012	12.46	2.04	12.63
41247.50	2012	12.86	0.16	12.86
41247.75	2012	14.49	1.80	14.60
41248.00	2012	18.50	-0.02	18.50
